#VV_energy_vs_Ef	VV_edos	VV_edos_elph1000K
-6.81103037	0	0.022155354880523
-6.80603037	0	0.0222713686805223
-6.80103037	0	0.0223892611941285
-6.79603037	0	0.0225090841206635
-6.79103037	0	0.0226308908361693
-6.78603037	0	0.0227547364363129
-6.78103037	0	0.0228806777778761
-6.77603037	0	0.0230087735183763
-6.77103037	0	0.0231390841532929
-6.76603037	0	0.0232716720503133
-6.76103037	0	0.0234066014799268
-6.75603037	0	0.0235439386416195
-6.75103037	0	0.0236837516848259
-6.74603037	0	0.0238261107236986
-6.74103037	0	0.0239710878446509
-6.73603037	0	0.0241187571055127
-6.73103037	0	0.024269194525024
-6.72603037	0	0.0244224780612647
-6.72103037	0	0.0245786875774856
-6.71603037	0	0.0247379047936818
-6.71103037	0	0.0249002132221069
-6.70603037	0	0.0250656980848034
-6.70103037	0	0.0252344462110958
-6.69603037	0	0.0254065459128759
-6.69103037	0	0.025582086835416
-6.68603037	0	0.0257611597813619
-6.68103037	0	0.0259438565055115
-6.67603037	0	0.0261302694779759
-6.67103037	0	0.0263204916133533
-6.66603037	0	0.0265146159636434
-6.66103037	0	0.0267127353727959
-6.65603037	0	0.0269149420910337
-6.65103037	0	0.0271213273474333
-6.64603037	0	0.0273319808796988
-6.64103037	0	0.027546990420631
-6.63603037	0	0.0277664411414936
-6.63103037	0	0.0279904150533111
-6.62603037	0	0.0282189903681045
-6.62103037	0	0.0284522408231772
-6.61603037	0	0.028690234972798
-6.61103037	0	0.0289330354529687
-6.60603037	0	0.029180698226394
-6.60103037	0	0.0294332718162343
-6.59603037	0	0.0296907965386999
-6.59103037	0	0.0299533037459528
-6.58603037	0	0.0302208150920665
-6.58103037	0	0.0304933418358834
-6.57603037	0	0.0307708841954187
-6.57103037	0	0.0310534307689138
-6.56603037	0	0.0313409580376699
-6.56103037	0	0.0316334299653363
-6.55603037	0	0.0319307977073346
-6.55103037	0	0.0322329994425567
-6.54603037	0	0.0325399603373898
-6.54103037	0	0.0328515926495216
-6.53603037	0	0.0331677959759488
-6.53103037	0	0.0334884576462449
-6.52603037	0	0.0338134532585652
-6.52103037	0.00346375	0.0341514998883411
-6.51603037	0.00624625	0.034491858163522
-6.51103037	0.00805	0.034833612677587
-6.50603037	0.00929375	0.0351776702572683
-6.50103037	0.0102125	0.0355244608641211
-6.49603037	0.01151875	0.0358756287465436
-6.49103037	0.013025	0.0362305130620865
-6.48603037	0.01371875	0.0365863407685945
-6.48103037	0.01435625	0.0369448568494439
-6.47603037	0.01493125	0.0373058562132734
-6.47103037	0.01574375	0.0376699163126232
-6.46603037	0.01664375	0.0380364654324477
-6.46103037	0.0175625	0.0384051414581212
-6.45603037	0.0184875	0.0387757289176157
-6.45103037	0.0188875	0.0391466902632131
-6.44603037	0.0193625	0.0395193836391976
-6.44103037	0.019875	0.0398935430255652
-6.43603037	0.020475	0.0402691317263816
-6.43103037	0.02109375	0.0406458157040955
-6.42603037	0.02170625	0.0410233792594407
-6.42103037	0.02231875	0.0414016933635921
-6.41603037	0.02300625	0.041780811695833
-6.41103037	0.02373125	0.0421605075311192
-6.40603037	0.0241125	0.0425396827702811
-6.40103037	0.0245125	0.0429191473256482
-6.39603037	0.02493125	0.0432987917398536
-6.39103037	0.02538125	0.043678545486945
-6.38603037	0.02585625	0.0440582969536696
-6.38103037	0.02633125	0.0444378932554501
-6.37603037	0.02681875	0.0448172837874364
-6.37103037	0.02734375	0.0451964560984414
-6.36603037	0.02789375	0.045575307854781
-6.36103037	0.02845	0.0459537264488024
-6.35603037	0.0290125	0.0463316526265909
-6.35103037	0.0293625	0.046708473223221
-6.34603037	0.0297	0.0470846501929466
-6.34103037	0.03004375	0.0474601868802328
-6.33603037	0.0304375	0.0478351548814945
-6.33103037	0.03085	0.0482094382091072
-6.32603037	0.03125	0.0485829247217189
-6.32103037	0.03165625	0.0489556336686662
-6.31603037	0.03208125	0.0493275716933079
-6.31103037	0.03251875	0.0496987006608289
-6.30603037	0.0329625	0.0500689853638256
-6.30103037	0.03340625	0.0504383933175562
-6.29603037	0.03385625	0.0508069265126255
-6.29103037	0.03431875	0.0511745892838134
-6.28603037	0.034675	0.0515410686653328
-6.28103037	0.0350125	0.0519065808244926
-6.27603037	0.03533125	0.0522711201510013
-6.27103037	0.035675	0.0526347945564048
-6.26603037	0.03603125	0.0529975697615921
-6.26103037	0.03638125	0.0533593969579855
-6.25603037	0.03671875	0.0537202606093859
-6.25103037	0.037075	0.0540802422353438
-6.24603037	0.0374375	0.0544393126519392
-6.24103037	0.03781875	0.0547975075847368
-6.23603037	0.03820625	0.0551547997912652
-6.23103037	0.03859375	0.0555111788459011
-6.22603037	0.0389875	0.0558666670365521
-6.22103037	0.0393875	0.0562212713727283
-6.21603037	0.03979375	0.056574999492923
-6.21103037	0.04015625	0.0569277318148975
-6.20603037	0.040475	0.0572794770553579
-6.20103037	0.0407625	0.0576302763358438
-6.19603037	0.0410625	0.0579802510543137
-6.19103037	0.04136875	0.0583293951836703
-6.18603037	0.04168125	0.0586777189915725
-6.18103037	0.04199375	0.0590252170545192
-6.17603037	0.0423125	0.0593719161427099
-6.17103037	0.04264375	0.0597178432401344
-6.16603037	0.0429875	0.0600630095409961
-6.16103037	0.04333125	0.0604073944487824
-6.15603037	0.043675	0.0607510094455202
-6.15103037	0.04401875	0.0610938661220881
-6.14603037	0.0443625	0.0614359761577094
-6.14103037	0.0447125	0.0617773672748629
-6.13603037	0.04506875	0.0621180512752378
-6.13103037	0.04543125	0.062458039997742
-6.12603037	0.0457875	0.0627973133571228
-6.12103037	0.04608125	0.0631357394630206
-6.11603037	0.04636875	0.0634734739461426
-6.11103037	0.04664375	0.0638105126875989
-6.10603037	0.0469375	0.064146947384772
-6.10103037	0.047225	0.0644827259381711
-6.09603037	0.04751875	0.0648178920452687
-6.09103037	0.0478125	0.0651524414301927
-6.08603037	0.04811875	0.0654864176774256
-6.08103037	0.048425	0.0658198004104595
-6.07603037	0.0487375	0.0661526171010583
-6.07103037	0.04904375	0.066484847223581
-6.06603037	0.04935	0.0668165180928811
-6.06103037	0.04965625	0.0671476409678506
-6.05603037	0.049975	0.0674782589707112
-6.05103037	0.0503	0.0678083672188246
-6.04603037	0.05063125	0.0681379767190336
-6.04103037	0.05096875	0.0684670983947852
-6.03603037	0.0513	0.0687957111399905
-6.03103037	0.05164375	0.0691238736348325
-6.02603037	0.05194375	0.0694514527965016
-6.02103037	0.05221875	0.0697785071448516
-6.01603037	0.05248125	0.0701050791467151
-6.01103037	0.05275	0.0704312271629465
-6.00603037	0.053025	0.0707569615538431
-6.00103037	0.0533	0.0710822766255051
-5.99603037	0.053575	0.0714071825759942
-5.99103037	0.05385	0.0717316895208222
-5.98603037	0.05413125	0.0720558234656338
-5.98103037	0.054425	0.0723796103320923
-5.97603037	0.05471875	0.0727030280371225
-5.97103037	0.05500625	0.0730260703875064
-5.96603037	0.0553	0.0733487790280388
-5.96103037	0.05559375	0.0736711476020481
-5.95603037	0.0559	0.0739932175950484
-5.95103037	0.05620625	0.0743149665229449
-5.94603037	0.05650625	0.07463638780316
-5.94103037	0.05681875	0.0749575386789414
-5.93603037	0.057125	0.0752783804877122
-5.93103037	0.05743125	0.0755989384000769
-5.92603037	0.05774375	0.0759192375289029
-5.92103037	0.05805	0.0762392550114066
-5.91603037	0.05830625	0.0765588880640913
-5.91103037	0.05855625	0.0768782574812623
-5.90603037	0.0588125	0.0771974041381916
-5.90103037	0.05908125	0.0775163528849399
-5.89603037	0.05935	0.07783508059825
-5.89103037	0.05961875	0.0781535960476973
-5.88603037	0.0598875	0.0784719079467235
-5.88103037	0.0601625	0.0787900409241969
-5.87603037	0.0604375	0.0791079876019625
-5.87103037	0.0607125	0.0794257565140368
-5.86603037	0.0609875	0.0797433561322709
-5.86103037	0.0612625	0.0800607948663826
-5.85603037	0.06154375	0.0803780970384997
-5.85103037	0.061825	0.0806952549645964
-5.84603037	0.06210625	0.0810122768782455
-5.84103037	0.06239375	0.0813291869347695
-5.83603037	0.0626875	0.0816459932692056
-5.83103037	0.0629375	0.0819625761872889
-5.82603037	0.06325	0.082279215298531
-5.82103037	0.0635625	0.0825957588985868
-5.81603037	0.063875	0.0829122149966494
-5.81103037	0.064125	0.08322843185069
-5.80603037	0.0644375	0.0835447369145122
-5.80103037	0.06475	0.0838609784299207
-5.79603037	0.065	0.0841770046365083
-5.79103037	0.06525	0.0844929832449129
-5.78603037	0.0655	0.0848089222318758
-5.78103037	0.06575	0.0851248295757781
-5.77603037	0.066	0.0854407132557359
-5.77103037	0.06625	0.085756581249817
-5.76603037	0.0665	0.0860724415325982
-5.76103037	0.0668125	0.0863884618077251
-5.75603037	0.0670625	0.0867043305633093
-5.75103037	0.0673125	0.0870202154814998
-5.74603037	0.0675625	0.0873361244943913
-5.74103037	0.067875	0.0876522252529422
-5.73603037	0.068125	0.0879682061842133
-5.73103037	0.068375	0.0882842349034714
-5.72603037	0.0686875	0.0886004790084983
-5.72103037	0.0689375	0.0889166268746757
-5.71603037	0.06925	0.0892330058047457
-5.71103037	0.0695	0.0895493041479245
-5.70603037	0.0698125	0.0898658491856401
-5.70103037	0.070125	0.0901824889860236
-5.69603037	0.070375	0.0904990716119321
-5.69103037	0.0706875	0.0908159243280783
-5.68603037	0.0709375	0.0911327354528768
-5.68103037	0.07125	0.0914498322397714
-5.67603037	0.0715	0.0917669029902042
-5.67103037	0.07175	0.0920841151955028
-5.66603037	0.072	0.0924014765869661
-5.66103037	0.07225	0.0927189948604635
-5.65603037	0.0725	0.0930366776630177
-5.65103037	0.07275	0.0933545325767287
-5.64603037	0.073	0.0936725671000121
-5.64103037	0.07325	0.0939907886261694
-5.63603037	0.0735625	0.0943093641546967
-5.63103037	0.0738125	0.0946279813229366
-5.62603037	0.0740625	0.0949468067891067
-5.62103037	0.074375	0.0952660069940053
-5.61603037	0.074625	0.0955852689199175
-5.61103037	0.074875	0.095904758465235
-5.60603037	0.075125	0.0962244814619043
-5.60103037	0.0754375	0.0965446031018946
-5.59603037	0.0756875	0.096864808947538
-5.59103037	0.076	0.0971854230272279
-5.58603037	0.07625	0.0975061298955906
-5.58103037	0.0765	0.0978270927198293
-5.57603037	0.0768125	0.0981484740067687
-5.57103037	0.0770625	0.0984699563242691
-5.56603037	0.0773125	0.0987917006354084
-5.56103037	0.077625	0.0991138670080039
-5.55603037	0.0779375	0.0994362950535501
-5.55103037	0.0781875	0.0997588233020445
-5.54603037	0.0785	0.100081768306996
-5.54103037	0.07875	0.100404806392039
-5.53603037	0.079	0.100728091690077
-5.53103037	0.07925	0.101051617091513
-5.52603037	0.0795	0.101375373870199
-5.52103037	0.07975	0.101699351577331
-5.51603037	0.0800625	0.102023697677341
-5.51103037	0.0803125	0.102348078517157
-5.50603037	0.0805625	0.102672637664257
-5.50103037	0.0808125	0.102997356910342
-5.49603037	0.0810625	0.103322215977106
-5.49103037	0.0813125	0.103647192517467
-5.48603037	0.081625	0.10397242188915
-5.48103037	0.081875	0.10429755829439
-5.47603037	0.082125	0.104622733322906
-5.47103037	0.082375	0.104947917195784
-5.46603037	0.0826875	0.105273238481828
-5.46103037	0.0829375	0.105598345465633
-5.45603037	0.08325	0.105923524672012
-5.45103037	0.0835	0.106248423427371
-5.44603037	0.0838125	0.106573328254601
-5.44103037	0.0840625	0.10689788756528
-5.43603037	0.084375	0.107222390176225
-5.43103037	0.084625	0.10754648810883
-5.42603037	0.0849375	0.107870475192694
-5.42103037	0.0851875	0.108194009926434
-5.41603037	0.0855	0.108517394111976
-5.41103037	0.08575	0.108840295710613
-5.40603037	0.0860625	0.109163027433421
-5.40103037	0.094125	0.109505236437362
-5.39603037	0.0966875	0.109833065559823
-5.39103037	0.0936875	0.110146369332666
-5.38603037	0.093375	0.110466254988978
-5.38103037	0.09375	0.110787641284279
-5.37603037	0.0930625	0.111106094134866
-5.37103037	0.0924375	0.111424535439071
-5.36603037	0.0919375	0.111743179518953
-5.36103037	0.091875	0.112062887172387
-5.35603037	0.0918125	0.112382609354882
-5.35103037	0.0916875	0.112702261712781
-5.34603037	0.090875	0.113020327708186
-5.34103037	0.090375	0.113339448390737
-5.33603037	0.09	0.113659233233895
-5.33103037	0.08975	0.113979773163457
-5.32603037	0.0895	0.114300840675925
-5.32103037	0.08925	0.114622527548579
-5.31603037	0.0890625	0.114945083873658
-5.31103037	0.0888125	0.115268277915604
-5.30603037	0.088125	0.115591235231095
-5.30103037	0.087625	0.115915632314878
-5.29603037	0.0873125	0.116241542522672
-5.29103037	0.087	0.116568553388407
-5.28603037	0.0866875	0.116896724348697
-5.28103037	0.086375	0.117226107003796
-5.27603037	0.086125	0.117556904483231
-5.27103037	0.0858125	0.117888832300685
-5.26603037	0.0855625	0.118222236462999
-5.26103037	0.085	0.118556176764944
-5.25603037	0.0915	0.118909512130163
-5.25103037	0.094875	0.11925620817358
-5.24603037	0.0943125	0.119594183677998
-5.24103037	0.0945625	0.119935567348074
-5.23603037	0.09525	0.12027938374473
-5.23103037	0.096375	0.120625610742224
-5.22603037	0.0958125	0.120968790884512
-5.22103037	0.095875	0.121314804385472
-5.21603037	0.0963125	0.12166297953738
-5.21103037	0.096875	0.122012642610271
-5.20603037	0.0973125	0.122363118559347
-5.20103037	0.09725	0.122713412209624
-5.19603037	0.0973125	0.123065084088078
-5.19103037	0.0975	0.123418097831612
-5.18603037	0.097875	0.123772577735469
-5.18103037	0.09825	0.124128010464952
-5.17603037	0.098625	0.124484363523089
-5.17103037	0.0990625	0.124841766033829
-5.16603037	0.0995625	0.125200189463722
-5.16103037	0.0995	0.125558010139563
-5.15603037	0.0996875	0.125917280602692
-5.15103037	0.1	0.126277659705422
-5.14603037	0.100375	0.126638968381368
-5.14103037	0.1005625	0.127000550675771
-5.13603037	0.100875	0.127363190516079
-5.13103037	0.10125	0.127726715605653
-5.12603037	0.101625	0.12809095574474
-5.12103037	0.102	0.128455902462379
-5.11603037	0.102125	0.128820910227461
-5.11103037	0.1023125	0.129186772891733
-5.10603037	0.102625	0.129553647009516
-5.10103037	0.1029375	0.129921211452435
-5.09603037	0.10325	0.130289465966812
-5.09103037	0.1035625	0.130658411585633
-5.08603037	0.103875	0.131028050514781
-5.08103037	0.10425	0.131398545758951
-5.07603037	0.1045625	0.131769582075421
-5.07103037	0.104875	0.132141324287235
-5.06603037	0.1051875	0.132513778248016
-5.06103037	0.1051875	0.132886151812724
-5.05603037	0.1054375	0.133259889728798
-5.05103037	0.1056875	0.133634360704884
-5.04603037	0.106	0.134009732578977
-5.04103037	0.1063125	0.134385854107626
-5.03603037	0.106625	0.134762734115283
-5.03103037	0.1069375	0.135140381707982
-5.02603037	0.10725	0.135518806228167
-5.02103037	0.107625	0.135898176950428
-5.01603037	0.108	0.136278343840815
-5.01103037	0.1083125	0.136659156998066
-5.00603037	0.1086875	0.13704094583475
-5.00103037	0.1089375	0.13742324117313
-4.99603037	0.1091875	0.137806372582093
-4.99103037	0.109375	0.138190190480211
-4.98603037	0.109625	0.138575024537536
-4.98103037	0.1099375	0.138960884990648
-4.97603037	0.1101875	0.139347462637108
-4.97103037	0.1105	0.13973508724439
-4.96603037	0.1108125	0.140123609400277
-4.96103037	0.1111875	0.140513199189552
-4.95603037	0.1115	0.140903547517743
-4.95103037	0.1118125	0.141294824525123
-4.94603037	0.1121875	0.141687200382588
-4.94103037	0.1125	0.142080366087737
-4.93603037	0.112875	0.142474651614944
-4.93103037	0.113125	0.14286958829865
-4.92603037	0.113375	0.143265506188806
-4.92103037	0.1136875	0.143662575639154
-4.91603037	0.114	0.144060647571711
-4.91103037	0.1143125	0.144459732681969
-4.90603037	0.114625	0.144859841701592
-4.90103037	0.114875	0.145260825660262
-4.89603037	0.115125	0.145662855088393
-4.89103037	0.1154375	0.146066100542241
-4.88603037	0.11575	0.146470413128613
-4.88103037	0.116125	0.146875963441827
-4.87603037	0.1164375	0.147282442882115
-4.87103037	0.11675	0.147690022063784
-4.86603037	0.1170625	0.148098711869903
-4.86103037	0.1174375	0.148508682920225
-4.85603037	0.1176875	0.14891946689227
-4.85103037	0.118	0.149331553874653
-4.84603037	0.11825	0.149744635278222
-4.84103037	0.1185625	0.150159041456668
-4.83603037	0.118875	0.150574623562063
-4.83103037	0.11925	0.150991552226645
-4.82603037	0.1195625	0.151409518891844
-4.82103037	0.1199375	0.151828853963329
-4.81603037	0.12025	0.152249248935963
-4.81103037	0.1205625	0.152670874550582
-4.80603037	0.120875	0.153093741861813
-4.80103037	0.12125	0.153518021718544
-4.79603037	0.1215625	0.15394340583189
-4.79103037	0.1219375	0.154370224932255
-4.78603037	0.12225	0.154798170894697
-4.78103037	0.122625	0.155227574629887
-4.77603037	0.1229375	0.155658128207517
-4.77103037	0.12325	0.156090003009515
-4.76603037	0.1235625	0.156523210792428
-4.76103037	0.1238125	0.156957603689965
-4.75603037	0.1241875	0.157393672891062
-4.75103037	0.1245	0.157830951285399
-4.74603037	0.1248125	0.158269610815536
-4.74103037	0.125125	0.158709663796604
-4.73603037	0.1255	0.159151282382504
-4.73103037	0.1258125	0.159594159618455
-4.72603037	0.1261875	0.160038627581844
-4.72103037	0.1265	0.160484379490955
-4.71603037	0.126875	0.160931747579162
-4.71103037	0.1271875	0.161380425201712
-4.70603037	0.1275625	0.161830744708067
-4.70103037	0.127875	0.16228239954689
-4.69603037	0.12825	0.16273572213659
-4.69103037	0.1285625	0.163190405968505
-4.68603037	0.1289375	0.163646783475588
-4.68103037	0.12925	0.164104548133627
-4.67603037	0.1295625	0.164563872592463
-4.67103037	0.129875	0.1650247697166
-4.66603037	0.13025	0.165487412036976
-4.66103037	0.1305625	0.165951492788959
-4.65603037	0.1309375	0.166417344038258
-4.65103037	0.1313125	0.16688481850958
-4.64603037	0.1316875	0.167353928502946
-4.64103037	0.132	0.16782452639571
-4.63603037	0.132375	0.168296943555035
-4.63103037	0.13275	0.168771031894285
-4.62603037	0.133125	0.169246802781459
-4.62103037	0.1335	0.169724267268675
-4.61603037	0.133875	0.170203436055343
-4.61103037	0.13425	0.17068431944994
-4.60603037	0.1345625	0.171166767595482
-4.60103037	0.1349375	0.171651109371739
-4.59603037	0.1353125	0.172137193943966
-4.59103037	0.135625	0.172624869931843
-4.58603037	0.136	0.173114464581161
-4.58103037	0.1363125	0.17360566558558
-4.57603037	0.1366875	0.174098798945074
-4.57103037	0.1370625	0.174593710800571
-4.56603037	0.137375	0.17509024663161
-4.56103037	0.13775	0.17558873046471
-4.55603037	0.138125	0.176089006475563
-4.55103037	0.1385	0.176591077959365
-4.54603037	0.138875	0.177094947639734
-4.54103037	0.13925	0.177600617729944
-4.53603037	0.139625	0.178108090012095
-4.53103037	0.1400625	0.178617525670349
-4.52603037	0.1404375	0.179128606466146
-4.52103037	0.1408125	0.179641493286394
-4.51603037	0.1411875	0.180156187356107
-4.51103037	0.1415625	0.180672690145598
-4.50603037	0.1419375	0.181191003558519
-4.50103037	0.142375	0.1817112898698
-4.49603037	0.1448125	0.182238504267326
-4.49103037	0.1446875	0.182760990532702
-4.48603037	0.1441875	0.183284345179234
-4.48103037	0.1448125	0.183812409175463
-4.47603037	0.1451875	0.184341677443963
-4.47103037	0.1455	0.184872640311083
-4.46603037	0.1454375	0.185404512469391
-4.46103037	0.1464375	0.185940983674377
-4.45603037	0.1471875	0.186478718005406
-4.45103037	0.1478125	0.187018056332315
-4.44603037	0.14825	0.187558863370335
-4.44103037	0.1485625	0.188101326509921
-4.43603037	0.14875	0.188645476737197
-4.43103037	0.149	0.1891918276725
-4.42603037	0.1491875	0.189740097750838
-4.42103037	0.149375	0.190290488132112
-4.41603037	0.1500625	0.190844321629754
-4.41103037	0.1506875	0.191400209004981
-4.40603037	0.151125	0.191957882514714
-4.40103037	0.1511875	0.192516917878617
-4.39603037	0.1513125	0.193078491169328
-4.39103037	0.151375	0.193642343590376
-4.38603037	0.151375	0.194208538266358
-4.38103037	0.1568125	0.194791197140052
-4.37603037	0.1538125	0.195354925888249
-4.37103037	0.153625	0.195928545095072
-4.36603037	0.1534375	0.196504935683246
-4.36103037	0.1533125	0.197084326710018
-4.35603037	0.1523125	0.197664391253567
-4.35103037	0.1529375	0.198251587098131
-4.34603037	0.1534375	0.198841508751452
-4.34103037	0.15375	0.199434061792659
-4.33603037	0.153875	0.200029309260392
-4.33103037	0.154	0.200627790668239
-4.32603037	0.15375	0.201228604771833
-4.32103037	0.154	0.201834041545242
-4.31603037	0.15425	0.202442873010409
-4.31103037	0.1545625	0.203055304825145
-4.30603037	0.154875	0.203671219063366
-4.30103037	0.15525	0.204290813108478
-4.29603037	0.1555625	0.204913801010572
-4.29103037	0.155875	0.205540372013301
-4.28603037	0.156	0.206170072596117
-4.28103037	0.1564375	0.20680420276403
-4.27603037	0.1605625	0.207451407105198
-4.27103037	0.1625625	0.208096846225517
-4.26603037	0.161875	0.208739096032252
-4.26103037	0.1626875	0.209388870281368
-4.25603037	0.1635625	0.21004250494407
-4.25103037	0.1645625	0.210700168487795
-4.24603037	0.165	0.211360111836979
-4.24103037	0.165	0.212022662174324
-4.23603037	0.1650625	0.212689105182127
-4.23103037	0.1654375	0.213360088044333
-4.22603037	0.165875	0.214034980823825
-4.22103037	0.1663125	0.214713633831293
-4.21603037	0.1664375	0.215395259716788
-4.21103037	0.1668125	0.216081308907214
-4.20603037	0.1673125	0.216771476384323
